sourceID,reportingCompany,reportYear,entityCountry,entityName,paymentType,entityPayment,notes,nrgiNotes
a78a8df57ad2e4ad2a2a18df9169c19e,CNOOC Limited,2016,Nigeria,Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria,Royalties,293.47678620000005,Taxes is education Taxes,Converted to USD from  CNY at the rate : 0.150500916; Company  -  Cnooc Limited  - was replaced by -  CNOOC Limited ; Entity  -  Federal Inland Revenue Service Firs  - was replaced by -  Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria ;
a78a8df57ad2e4ad2a2a18df9169c19e,CNOOC Limited,2016,Nigeria,Nigerian National Petroleum Corporation,Royalties,23628643.812000003,Royalties and Concessional rent,Converted to USD from  CNY at the rate : 0.150500916; Company  -  Cnooc Limited  - was replaced by -  CNOOC Limited ; Entity  -  Nigerian National Petroleum Corporation Nnpc  - was replaced by -  Nigerian National Petroleum Corporation ;
a78a8df57ad2e4ad2a2a18df9169c19e,CNOOC Limited,2016,Nigeria,Delta Development Commission; Ministry of Niger Delta Affairs; Nigeria,Fees,49665302.28,Levies,Converted to USD from  CNY at the rate : 0.150500916; Company  -  Cnooc Limited  - was replaced by -  CNOOC Limited ; Entity  -  Nigeria Delta Development Commission Nddc  - was replaced by -  Delta Development Commission; Ministry of Niger Delta Affairs; Nigeria ;
a78a8df57ad2e4ad2a2a18df9169c19e,CNOOC Limited,2016,Nigeria,Export Supervision Scheme; Federal Ministry of Finance; Nigeria,Fees,322071.96024000004,NA,Converted to USD from  CNY at the rate : 0.150500916; Company  -  Cnooc Limited  - was replaced by -  CNOOC Limited ; Entity  -  Nigeria Export Supervision Scheme Ness  - was replaced by -  Export Supervision Scheme; Federal Ministry of Finance; Nigeria ;
a78a8df57ad2e4ad2a2a18df9169c19e,CNOOC Limited,2016,Nigeria,Petroleum Exchange; National Petroleum Investment Management Services; Nigeria,Fees,200166.21828000003,NA,Converted to USD from  CNY at the rate : 0.150500916; Company  -  Cnooc Limited  - was replaced by -  CNOOC Limited ; Entity  -  Nigeria Petroleum Exchange Npex  - was replaced by -  Petroleum Exchange; National Petroleum Investment Management Services; Nigeria ;
a78a8df57ad2e4ad2a2a18df9169c19e,CNOOC Limited,2016,Nigeria,Nigerian National Petroleum Corporation,Fees,255.85155720000003,Royalties and Concessional rent,Converted to USD from  CNY at the rate : 0.150500916; Company  -  Cnooc Limited  - was replaced by -  CNOOC Limited ; Entity  -  Nigerian National Petroleum Corporation Nnpc  - was replaced by -  Nigerian National Petroleum Corporation ;
2ba84fee7d2c089c512c87736aea7843,Eni S.p.A.,2016,Nigeria,Nigerian National Petroleum Corporation,Production entitlements,794216950.038,"includes 41,894 KBOE paid in kind",Converted to USD from  EUR at the rate : 1.106151741; Company  -  Eni  - was replaced by -  Eni S.p.A. ; Payment Type  -  Production Entitlement  - was replaced by -  Production entitlements ;
2ba84fee7d2c089c512c87736aea7843,Eni S.p.A.,2016,Nigeria,Nigerian National Petroleum Corporation,Taxes,28096254.221399996,includes 634 KBOE paid in kind,Converted to USD from  EUR at the rate : 1.106151741; Company  -  Eni  - was replaced by -  Eni S.p.A. ;
2ba84fee7d2c089c512c87736aea7843,Eni S.p.A.,2016,Nigeria,Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria,Taxes,131632057.17899999,NA,Converted to USD from  EUR at the rate : 1.106151741; Company  -  Eni  - was replaced by -  Eni S.p.A. ; Entity  -  Federal Inland Revenue Service  - was replaced by -  Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria ;
2ba84fee7d2c089c512c87736aea7843,Eni S.p.A.,2016,Nigeria,Nigerian National Petroleum Corporation,Royalties,42254996.50619999,includes 952 KBOE paid in kind,Converted to USD from  EUR at the rate : 1.106151741; Company  -  Eni  - was replaced by -  Eni S.p.A. ;
2ba84fee7d2c089c512c87736aea7843,Eni S.p.A.,2016,Nigeria,Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria,Royalties,74444012.16929999,NA,Converted to USD from  EUR at the rate : 1.106151741; Company  -  Eni  - was replaced by -  Eni S.p.A. ; Entity  -  Department of Petroleum Resources  - was replaced by -  Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria ;
2ba84fee7d2c089c512c87736aea7843,Eni S.p.A.,2016,Nigeria,Nigerian National Petroleum Corporation,Fees,24335.338301999996,includes 1 KBOE paid in kind,Converted to USD from  EUR at the rate : 1.106151741; Company  -  Eni  - was replaced by -  Eni S.p.A. ;
2ba84fee7d2c089c512c87736aea7843,Eni S.p.A.,2016,Nigeria,Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria,Fees,101765.96017199999,NA,Converted to USD from  EUR at the rate : 1.106151741; Company  -  Eni  - was replaced by -  Eni S.p.A. ; Entity  -  Department of Petroleum Resources  - was replaced by -  Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria ;
2ba84fee7d2c089c512c87736aea7843,Eni S.p.A.,2016,Nigeria,Delta Development Commission; Ministry of Niger Delta Affairs; Nigeria,Fees,22233649.994099997,NA,Converted to USD from  EUR at the rate : 1.106151741; Company  -  Eni  - was replaced by -  Eni S.p.A. ; Entity  -  Niger Delta Development Commission  - was replaced by -  Delta Development Commission; Ministry of Niger Delta Affairs; Nigeria ;
d0e485e0dc22255f44ecf8dec0615a53,Eni S.p.A.,2017,Nigeria,Nigerian National Petroleum Corporation,Production entitlements,958239999.9999999,NA,Converted to USD from  EUR at the rate : 1.13; Company  -  Eni  - was replaced by -  Eni S.p.A. ; Payment Type  -  Production Entitlement  - was replaced by -  Production entitlements ;
d0e485e0dc22255f44ecf8dec0615a53,Eni S.p.A.,2017,Nigeria,Nigerian National Petroleum Corporation,Taxes,24407999.999999996,NA,Converted to USD from  EUR at the rate : 1.13; Company  -  Eni  - was replaced by -  Eni S.p.A. ;
d0e485e0dc22255f44ecf8dec0615a53,Eni S.p.A.,2017,Nigeria,Nigerian National Petroleum Corporation,Royalties,36838e3,NA,Converted to USD from  EUR at the rate : 1.13; Company  -  Eni  - was replaced by -  Eni S.p.A. ;
d0e485e0dc22255f44ecf8dec0615a53,Eni S.p.A.,2017,Nigeria,Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria,Royalties,92772999.99999999,NA,Converted to USD from  EUR at the rate : 1.13; Company  -  Eni  - was replaced by -  Eni S.p.A. ; Entity  -  De p a Rt Me Nt o f p e t Ro Le Um Re s o Urc e s  - was replaced by -  Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria ;
d0e485e0dc22255f44ecf8dec0615a53,Eni S.p.A.,2017,Nigeria,Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria,Fees,149160,NA,Converted to USD from  EUR at the rate : 1.13; Company  -  Eni  - was replaced by -  Eni S.p.A. ; Entity  -  De p a Rt Me Nt o f p e t Ro Le Um Re s o Urc e s  - was replaced by -  Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria ;
d0e485e0dc22255f44ecf8dec0615a53,Eni S.p.A.,2017,Nigeria,Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria,Taxes,85201999.99999999,NA,Converted to USD from  EUR at the rate : 1.13; Company  -  Eni  - was replaced by -  Eni S.p.A. ; Entity  -  Federal Inland Revenue Servic e  - was replaced by -  Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria ;
d0e485e0dc22255f44ecf8dec0615a53,Eni S.p.A.,2017,Nigeria,Delta Development Commission; Ministry of Niger Delta Affairs; Nigeria,Fees,40114999.99999999,NA,Converted to USD from  EUR at the rate : 1.13; Company  -  Eni  - was replaced by -  Eni S.p.A. ; Entity  -  Niger Delt a Development Commission  - was replaced by -  Delta Development Commission; Ministry of Niger Delta Affairs; Nigeria ;
3802d689e5088fffce2f81adff2d1854,LafargeHolcim Limited,2016,Nigeria,Federal Government of Nigeria,Taxes,1634122.58492,NA,Converted to USD from  CHF at the rate : 1.014982972; Company  -  Lafargeholcim  - was replaced by -  LafargeHolcim Limited ; Entity  -  National  - was replaced by -  Federal Government of Nigeria ;
3802d689e5088fffce2f81adff2d1854,LafargeHolcim Limited,2016,Nigeria,Federal Government of Nigeria,Royalties,853600.6794520001,NA,Converted to USD from  CHF at the rate : 1.014982972; Company  -  Lafargeholcim  - was replaced by -  LafargeHolcim Limited ; Entity  -  National  - was replaced by -  Federal Government of Nigeria ;
37707c53bb17d46fdfa3d82749d4c663,LafargeHolcim Limited,2017,Nigeria,Ministry of Mines and Steel Development; Nigeria,Royalties,589922.163072,NA,Converted to USD from  CHF at the rate : 1.024170422; Company  -  Lafargeholcim Ltd  - was replaced by -  LafargeHolcim Limited ; Entity  -  Ministry of Mines and Steel Development  - was replaced by -  Ministry of Mines and Steel Development; Nigeria ;
3e8e120e8174186ae58815af632ec414-53e588e7d9960ad1154c65d4a8569c81-c3934ecb9f0bd708c4b096418b756d33-56dea99460f4eb76249dafd51f5e513a,Nexen Petroleum U.K. Limited,2016,Nigeria,Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria,Taxes,7434745.2504,NA,Converted to USD from  CNY at the rate : 0.150500916; Country  -  Nga  - was replaced by -  Nigeria ; Company  -  Nexen Petroleum Uk Limited  - was replaced by -  Nexen Petroleum U.K. Limited ; Payment Type  -  Tax  - was replaced by -  Taxes ; Entity  -  Federal Inland Revenue Servicefirs  - was replaced by -  Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria ;
3e8e120e8174186ae58815af632ec414-53e588e7d9960ad1154c65d4a8569c81-c3934ecb9f0bd708c4b096418b756d33-56dea99460f4eb76249dafd51f5e513a,Nexen Petroleum U.K. Limited,2016,Nigeria,Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria,Royalties,293.47678620000005,NA,Converted to USD from  CNY at the rate : 0.150500916; Country  -  Nga  - was replaced by -  Nigeria ; Company  -  Nexen Petroleum Uk Limited  - was replaced by -  Nexen Petroleum U.K. Limited ; Entity  -  Federal Inland Revenue Servicefirs  - was replaced by -  Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria ;
3e8e120e8174186ae58815af632ec414-53e588e7d9960ad1154c65d4a8569c81-c3934ecb9f0bd708c4b096418b756d33-56dea99460f4eb76249dafd51f5e513a,Nexen Petroleum U.K. Limited,2016,Nigeria,Delta Development Commission; Ministry of Niger Delta Affairs; Nigeria,Fees,49665302.28,NA,Converted to USD from  CNY at the rate : 0.150500916; Country  -  Nga  - was replaced by -  Nigeria ; Company  -  Nexen Petroleum Uk Limited  - was replaced by -  Nexen Petroleum U.K. Limited ; Entity  -  Nigeria Delta Development Commission Nddc  - was replaced by -  Delta Development Commission; Ministry of Niger Delta Affairs; Nigeria ;
3e8e120e8174186ae58815af632ec414-53e588e7d9960ad1154c65d4a8569c81-c3934ecb9f0bd708c4b096418b756d33-56dea99460f4eb76249dafd51f5e513a,Nexen Petroleum U.K. Limited,2016,Nigeria,Export Supervision Scheme; Federal Ministry of Finance; Nigeria,Fees,322071.96024000004,NA,Converted to USD from  CNY at the rate : 0.150500916; Country  -  Nga  - was replaced by -  Nigeria ; Company  -  Nexen Petroleum Uk Limited  - was replaced by -  Nexen Petroleum U.K. Limited ; Entity  -  Nigeria Export Supervision Scheme Ness  - was replaced by -  Export Supervision Scheme; Federal Ministry of Finance; Nigeria ;
3e8e120e8174186ae58815af632ec414-53e588e7d9960ad1154c65d4a8569c81-c3934ecb9f0bd708c4b096418b756d33-56dea99460f4eb76249dafd51f5e513a,Nexen Petroleum U.K. Limited,2016,Nigeria,Petroleum Exchange; National Petroleum Investment Management Services; Nigeria,Fees,200166.21828000003,NA,Converted to USD from  CNY at the rate : 0.150500916; Country  -  Nga  - was replaced by -  Nigeria ; Company  -  Nexen Petroleum Uk Limited  - was replaced by -  Nexen Petroleum U.K. Limited ; Entity  -  Nigeria Petroleum Exchange Npex  - was replaced by -  Petroleum Exchange; National Petroleum Investment Management Services; Nigeria ;
3e8e120e8174186ae58815af632ec414-53e588e7d9960ad1154c65d4a8569c81-c3934ecb9f0bd708c4b096418b756d33-56dea99460f4eb76249dafd51f5e513a,Nexen Petroleum U.K. Limited,2016,Nigeria,Nigerian National Petroleum Corporation,Royalties,23628643.812000003,NA,Converted to USD from  CNY at the rate : 0.150500916; Country  -  Nga  - was replaced by -  Nigeria ; Company  -  Nexen Petroleum Uk Limited  - was replaced by -  Nexen Petroleum U.K. Limited ; Entity  -  Nigerian National Petroleum Corporation Nnpc  - was replaced by -  Nigerian National Petroleum Corporation ;
3e8e120e8174186ae58815af632ec414-53e588e7d9960ad1154c65d4a8569c81-c3934ecb9f0bd708c4b096418b756d33-56dea99460f4eb76249dafd51f5e513a,Nexen Petroleum U.K. Limited,2016,Nigeria,Nigerian National Petroleum Corporation,Fees,255.85155720000003,NA,Converted to USD from  CNY at the rate : 0.150500916; Country  -  Nga  - was replaced by -  Nigeria ; Company  -  Nexen Petroleum Uk Limited  - was replaced by -  Nexen Petroleum U.K. Limited ; Entity  -  Nigerian National Petroleum Corporation Nnpc  - was replaced by -  Nigerian National Petroleum Corporation ;
ff248e2c446d24dcc4c4f867dc8a993f,Royal Dutch Shell Public Limited Company,2017,Nigeria,Nigerian National Petroleum Corporation,Production entitlements,32e8,"Includes payment in kind of $ 3,197,530,557 for 111,155 KBOE valued at market price.",Payments were reported in USD; Company  -  Royal Dutch Shell  - was replaced by -  Royal Dutch Shell Public Limited Company ; Payment Type  -  Production Entitlement  - was replaced by -  Production entitlements ; Entity  -  Petroleum Corporation  - was replaced by -  Nigerian National Petroleum Corporation ;
ff248e2c446d24dcc4c4f867dc8a993f,Royal Dutch Shell Public Limited Company,2017,Nigeria,Delta Development Commission; Ministry of Niger Delta Affairs; Nigeria,Fees,797e5,NA,Payments were reported in USD; Company  -  Royal Dutch Shell  - was replaced by -  Royal Dutch Shell Public Limited Company ; Entity  -  Niger Delta Development Commission  - was replaced by -  Delta Development Commission; Ministry of Niger Delta Affairs; Nigeria ;
ff248e2c446d24dcc4c4f867dc8a993f,Royal Dutch Shell Public Limited Company,2017,Nigeria,Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria,Royalties,246e6,"Includes payment in kind of $ 34,847,300 for 627 KBOE valued at market price.",Payments were reported in USD; Company  -  Royal Dutch Shell  - was replaced by -  Royal Dutch Shell Public Limited Company ; Entity  -  Department of Petroleum Resources  - was replaced by -  Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria ;
ff248e2c446d24dcc4c4f867dc8a993f,Royal Dutch Shell Public Limited Company,2017,Nigeria,Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria,Fees,342e5,NA,Payments were reported in USD; Company  -  Royal Dutch Shell  - was replaced by -  Royal Dutch Shell Public Limited Company ; Entity  -  Department of Petroleum Resources  - was replaced by -  Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria ;
ff248e2c446d24dcc4c4f867dc8a993f,Royal Dutch Shell Public Limited Company,2017,Nigeria,Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria,Taxes,766e6,"Includes payment in kind of $ 605,889,970 for 11,055 KBOE valued at market price",Payments were reported in USD; Company  -  Royal Dutch Shell  - was replaced by -  Royal Dutch Shell Public Limited Company ; Entity  -  Federal Inland Revenue Service  - was replaced by -  Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria ;
86b5174a0e6299f0b9fa48e917fb496b-2453b541ba4d85b1530a03ba670122aa-ad7aef052b39e9b29bb983395b6865e5-2e989b6d3f857904984c18bac27a971c,Royal Dutch Shell Public Limited Company,2015,Nigeria,Federation Account with Cbn,Fees,291e3,NA,Payments were reported in USD; Company  -  Royal Dutch Shell Plc  - was replaced by -  Royal Dutch Shell Public Limited Company ; Entity  -  Federation Account with Cbn  - could not be identified;
86b5174a0e6299f0b9fa48e917fb496b-2453b541ba4d85b1530a03ba670122aa-ad7aef052b39e9b29bb983395b6865e5-2e989b6d3f857904984c18bac27a971c,Royal Dutch Shell Public Limited Company,2015,Nigeria,Delta Development Commission; Ministry of Niger Delta Affairs; Nigeria,Fees,469e5,NA,Payments were reported in USD; Company  -  Royal Dutch Shell Plc  - was replaced by -  Royal Dutch Shell Public Limited Company ; Entity  -  Niger Delta Development Commission  - was replaced by -  Delta Development Commission; Ministry of Niger Delta Affairs; Nigeria ;
86b5174a0e6299f0b9fa48e917fb496b-2453b541ba4d85b1530a03ba670122aa-ad7aef052b39e9b29bb983395b6865e5-2e989b6d3f857904984c18bac27a971c,Royal Dutch Shell Public Limited Company,2015,Nigeria,Nigerian National Petroleum Corporation,Production entitlements,361e7,114069 KBOE at Market price,Payments were reported in USD; Company  -  Royal Dutch Shell Plc  - was replaced by -  Royal Dutch Shell Public Limited Company ; Payment Type  -  ProductionEntitlements  - was replaced by -  Production entitlements ;
86b5174a0e6299f0b9fa48e917fb496b-2453b541ba4d85b1530a03ba670122aa-ad7aef052b39e9b29bb983395b6865e5-2e989b6d3f857904984c18bac27a971c,Royal Dutch Shell Public Limited Company,2015,Nigeria,Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria,Fees,201e6,NA,Payments were reported in USD; Company  -  Royal Dutch Shell Plc  - was replaced by -  Royal Dutch Shell Public Limited Company ; Entity  -  Department of Petroleum Resources  - was replaced by -  Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria ;
86b5174a0e6299f0b9fa48e917fb496b-2453b541ba4d85b1530a03ba670122aa-ad7aef052b39e9b29bb983395b6865e5-2e989b6d3f857904984c18bac27a971c,Royal Dutch Shell Public Limited Company,2015,Nigeria,Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria,Royalties,374e5,703 KBOE at Market price,Payments were reported in USD; Company  -  Royal Dutch Shell Plc  - was replaced by -  Royal Dutch Shell Public Limited Company ; Entity  -  Department of Petroleum Resources  - was replaced by -  Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria ;
86b5174a0e6299f0b9fa48e917fb496b-2453b541ba4d85b1530a03ba670122aa-ad7aef052b39e9b29bb983395b6865e5-2e989b6d3f857904984c18bac27a971c,Royal Dutch Shell Public Limited Company,2015,Nigeria,Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria,Royalties,341e6,NA,Payments were reported in USD; Company  -  Royal Dutch Shell Plc  - was replaced by -  Royal Dutch Shell Public Limited Company ; Entity  -  Department of Petroleum Resources  - was replaced by -  Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria ;
86b5174a0e6299f0b9fa48e917fb496b-2453b541ba4d85b1530a03ba670122aa-ad7aef052b39e9b29bb983395b6865e5-2e989b6d3f857904984c18bac27a971c,Royal Dutch Shell Public Limited Company,2015,Nigeria,Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria,Taxes,458e6,8996 KBOE at Market price,Payments were reported in USD; Company  -  Royal Dutch Shell Plc  - was replaced by -  Royal Dutch Shell Public Limited Company ; Payment Type  -  Tax  - was replaced by -  Taxes ; Entity  -  Federal Inland Revenue Service Firs  - was replaced by -  Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria ;
86b5174a0e6299f0b9fa48e917fb496b-2453b541ba4d85b1530a03ba670122aa-ad7aef052b39e9b29bb983395b6865e5-2e989b6d3f857904984c18bac27a971c,Royal Dutch Shell Public Limited Company,2015,Nigeria,Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria,Taxes,26e7,NA,Payments were reported in USD; Company  -  Royal Dutch Shell Plc  - was replaced by -  Royal Dutch Shell Public Limited Company ; Payment Type  -  Tax  - was replaced by -  Taxes ; Entity  -  Federal Inland Revenue Service Firs  - was replaced by -  Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria ;
46d75eb8d97fa91b2dcc5dfa02bee446-be869daa255ea5fcf384cb2938457660-61afde35fd362510f53fd408931deb10-dad90651187697dfcbb9b146bd45f8c1,Royal Dutch Shell Public Limited Company,2016,Nigeria,Delta Development Commission; Ministry of Niger Delta Affairs; Nigeria,Fees,125e6,NA,Payments were reported in USD; Company  -  Royal Dutch Shell Plc  - was replaced by -  Royal Dutch Shell Public Limited Company ; Entity  -  Niger Delta Development Commission  - was replaced by -  Delta Development Commission; Ministry of Niger Delta Affairs; Nigeria ;
46d75eb8d97fa91b2dcc5dfa02bee446-be869daa255ea5fcf384cb2938457660-61afde35fd362510f53fd408931deb10-dad90651187697dfcbb9b146bd45f8c1,Royal Dutch Shell Public Limited Company,2016,Nigeria,Nigerian National Petroleum Corporation,Production entitlements,217e7,92843 KBOE at Market,Payments were reported in USD; Company  -  Royal Dutch Shell Plc  - was replaced by -  Royal Dutch Shell Public Limited Company ; Payment Type  -  ProductionEntitlements  - was replaced by -  Production entitlements ;
46d75eb8d97fa91b2dcc5dfa02bee446-be869daa255ea5fcf384cb2938457660-61afde35fd362510f53fd408931deb10-dad90651187697dfcbb9b146bd45f8c1,Royal Dutch Shell Public Limited Company,2016,Nigeria,Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria,Royalties,325e5,735 KBOE at Market,Payments were reported in USD; Company  -  Royal Dutch Shell Plc  - was replaced by -  Royal Dutch Shell Public Limited Company ; Entity  -  Department of Petroleum Resources  - was replaced by -  Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria ;
46d75eb8d97fa91b2dcc5dfa02bee446-be869daa255ea5fcf384cb2938457660-61afde35fd362510f53fd408931deb10-dad90651187697dfcbb9b146bd45f8c1,Royal Dutch Shell Public Limited Company,2016,Nigeria,Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria,Royalties,128e6,NA,Payments were reported in USD; Company  -  Royal Dutch Shell Plc  - was replaced by -  Royal Dutch Shell Public Limited Company ; Entity  -  Department of Petroleum Resources  - was replaced by -  Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria ;
46d75eb8d97fa91b2dcc5dfa02bee446-be869daa255ea5fcf384cb2938457660-61afde35fd362510f53fd408931deb10-dad90651187697dfcbb9b146bd45f8c1,Royal Dutch Shell Public Limited Company,2016,Nigeria,Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria,Fees,239e3,NA,Payments were reported in USD; Company  -  Royal Dutch Shell Plc  - was replaced by -  Royal Dutch Shell Public Limited Company ; Entity  -  Department of Petroleum Resources  - was replaced by -  Department of Petroleum Resources; Federal Ministry of Petroleum Resources; Nigeria ;
46d75eb8d97fa91b2dcc5dfa02bee446-be869daa255ea5fcf384cb2938457660-61afde35fd362510f53fd408931deb10-dad90651187697dfcbb9b146bd45f8c1,Royal Dutch Shell Public Limited Company,2016,Nigeria,Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria,Taxes,367e6,7872 KBOE at Market,Payments were reported in USD; Company  -  Royal Dutch Shell Plc  - was replaced by -  Royal Dutch Shell Public Limited Company ; Payment Type  -  Tax  - was replaced by -  Taxes ; Entity  -  Federal Inland Revenue Service Fir  - was replaced by -  Federal Inland Revenue Service; Federal Ministry of Finance; Nigeria ;
