sourceID,reportingCompany,reportingCountry,sourceURL,format,reportStartDate,reportEndDate,sourcePublishDate,reportYear
06cc006eba288e0468bc2c92c1b2c02e,Aldridge Minerals Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report06cc006eba288e0468bc2c92c1b2c02e,.pdf,2016-1-1,2016-12-31,2017-5-31,2016
e050a50b8b351fb1336c2fb4392b4b34,Aldridge Minerals Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporte050a50b8b351fb1336c2fb4392b4b34,.pdf,2017-1-1,2017-12-31,2018-3-5,2017
0e4b50bf6d4ed9b17e7fee5f559db989,Algold Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report0e4b50bf6d4ed9b17e7fee5f559db989,.pdf,2016-1-1,2016-12-31,2017-5-25,2016
ce43082479377662ec4209867fcb18eb,Algold Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportce43082479377662ec4209867fcb18eb,.pdf,2017-1-1,2017-12-31,2018-5-9,2017
2c439f84de23322490feedb54fa669b9,Alio Gold Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report2c439f84de23322490feedb54fa669b9,.pdf,2016-1-1,2016-12-31,2017-5-26,2016
56dc9bb66e2ee3ef24125b9a40c09bf5,Alio Gold Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report56dc9bb66e2ee3ef24125b9a40c09bf5,.pdf,2017-1-1,2017-12-31,2018-5-29,2017
93da2e5c7abf45ec6a77d332eeb3f25d,Alloycorp Mining Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report93da2e5c7abf45ec6a77d332eeb3f25d,.pdf,2016-1-1,2016-12-31,2017-4-28,2016
a54a90b4883a9d773968f21b1c36830d,Almaden Minerals Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporta54a90b4883a9d773968f21b1c36830d,.pdf,2016-1-1,2016-12-31,2017-5-17,2016
8c18f24ff942b639c044a0411e3e9f12,Almaden Minerals Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report8c18f24ff942b639c044a0411e3e9f12,.pdf,2017-1-1,2017-12-31,2018-5-30,2017
736a72798bd81e774c954c9b74f46c50,Almonty Industries Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report736a72798bd81e774c954c9b74f46c50,.pdf,2015-10-1,2016-9-30,2017-2-17,2016
a9ce3fff6e85a576d3942b52c5fb1f95,Alphamin Resources Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporta9ce3fff6e85a576d3942b52c5fb1f95,.pdf,2016-1-1,2016-12-31,2018-1-19,2016
fea8bf8f98d1bde897ebb6825c996480,AltaGas Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportfea8bf8f98d1bde897ebb6825c996480,.pdf,2016-1-1,2016-12-31,2017-5-30,2016
ae52c572052b54a7243ca7da03a95f4e,AltaGas Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportae52c572052b54a7243ca7da03a95f4e,.pdf,2017-1-1,2017-12-31,2018-5-24,2017
ca9f87deb3843ebcc29d6435830ce021,Altamira Gold Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportca9f87deb3843ebcc29d6435830ce021,.pdf,2016-3-1,2017-2-28,2017-7-28,2016
a2306f8c3ee4591b9d030edfe7aa77b5,Altamira Gold Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-a2306f8c3ee4591b9d030edfe7aa77b5,.pdf,2017-3-1,2018-2-28,2018-7-18,2017
15fb1ff5767f32ad60e5847be92a1488,Altura Energy Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report15fb1ff5767f32ad60e5847be92a1488,.pdf,2016-1-1,2016-12-31,2017-5-24,2016
04b605986a7f598a0d9156a90bc81b45,Altura Energy Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report04b605986a7f598a0d9156a90bc81b45,.pdf,2017-1-1,2017-12-31,2018-5-25,2017
94453d76e15c35563be1d8eb5ab326b3,Altyn Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report94453d76e15c35563be1d8eb5ab326b3,.html,2015-1-1,2015-12-31,2016-6-30,2015
2cd365590574469871d0ad2879cdcdb1,Altyn Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report2cd365590574469871d0ad2879cdcdb1,.html,2016-1-1,2016-12-31,2017-11-15,2016
7ba83d79ca76d777d511652cf950f1f5,Alvopetro Energy Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report7ba83d79ca76d777d511652cf950f1f5,.pdf,2016-1-1,2016-12-31,2017-5-23,2016
e90b46944e52df60ad9f89ce023d6d21,Alvopetro Energy Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporte90b46944e52df60ad9f89ce023d6d21,.pdf,2017-1-1,2017-12-31,2018-5-18,2017
14b4b848532654cccdc3198cac6182a7,Americas Silver Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report14b4b848532654cccdc3198cac6182a7,.pdf,2016-1-1,2016-12-31,2017-5-26,2016
f443b154ce01f6b98d35d4de85f9e259,Americas Silver Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportf443b154ce01f6b98d35d4de85f9e259,.pdf,2017-1-1,2017-12-31,2018-5-30,2017
72b876d847bdb136bf51d576d2ab75fd,Amerigo Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report72b876d847bdb136bf51d576d2ab75fd,.pdf,2016-1-1,2016-12-31,2017-5-17,2016
a564d50ea2ebd2d3d719166895aff835,Amerigo Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporta564d50ea2ebd2d3d719166895aff835,.pdf,2017-1-1,2017-12-31,2018-5-30,2017
8ca9cf6da8497e271ed4c85a433d46c2-6690a5b25831531c029b9b76ea8a74f1-7df762b38526c47c0b959fefb3f4f951-257a43b684b6577028fe66e0ed8b4c01,Amerisur Resources Proprietary Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-8ca9cf6da8497e271ed4c85a433d46c2-6690a5b25831531c029b9b76ea8a74f1-7df762b38526c47c0b959fefb3f4f951-257a43b684b6577028fe66e0ed8b4c01,.zip,2015-1-1,2015-12-31,2018-6-12,2015
c1f4e30418ad26f0031c61cfc6e0ab07-f78677faeee24025a4e343c7b0c61f58-33de67a33e73b420f914a935b4461b2e-d85fd558c4b3b1ca3408ee4943549f00,Amerisur Resources Proprietary Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-c1f4e30418ad26f0031c61cfc6e0ab07-f78677faeee24025a4e343c7b0c61f58-33de67a33e73b420f914a935b4461b2e-d85fd558c4b3b1ca3408ee4943549f00,.zip,2016-1-1,2016-12-31,2018-6-12,2016
d5a8ec34ffc5cbf85b4f774c2bb3eef6,Anaconda Mining Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportd5a8ec34ffc5cbf85b4f774c2bb3eef6,.pdf,2016-6-1,2017-5-31,2017-10-27,2017
24344702192247e74ed1c9e7dd5f1d3a-3c77b5ddefbc1c9dd05956bd92b2bc29-034fe6fcca2569f420dd9032c4e7c0f5-820059507db1b3a8c37341d629f493fd,Anasuria Hibiscus Uk Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-24344702192247e74ed1c9e7dd5f1d3a-3c77b5ddefbc1c9dd05956bd92b2bc29-034fe6fcca2569f420dd9032c4e7c0f5-820059507db1b3a8c37341d629f493fd,.zip,2016-7-1,2017-6-30,2018-5-1,2017
7517a07cedffaa54979078cf7fa24d73,Anfield Gold Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report7517a07cedffaa54979078cf7fa24d73,.pdf,2016-1-1,2016-12-31,2017-5-30,2016
c3aab652150de3660a01735a19eede3f,Angkor Gold Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportc3aab652150de3660a01735a19eede3f,.pdf,2016-8-1,2017-7-31,2018-5-29,2017
e411721179eeb0bd73e1e4bd1d264c74,Anglesey Mining Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporte411721179eeb0bd73e1e4bd1d264c74,.html,2015-7-1,2016-6-30,2016-9-11,2016
f66d9ae17259b4ba1cf91067f94e4bcc,Anglesey Mining Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportf66d9ae17259b4ba1cf91067f94e4bcc,.html,2016-7-1,2017-6-30,2017-7-30,2017
f36df545c52456ac0d095d7e814020a4-1491f7c2c61c6c8f94828d245149e06f-4ccfe71ad0068013988e4e4f1fe44cac-94b602926a012ae907e5ddfa395dbb49,Anglo American Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportf36df545c52456ac0d095d7e814020a4-1491f7c2c61c6c8f94828d245149e06f-4ccfe71ad0068013988e4e4f1fe44cac-94b602926a012ae907e5ddfa395dbb49,.zip,2015-1-1,2015-12-31,2016-6-30,2015
5dd7e26060dd282ea73f08fb62620161-b60284b14f7dc2a24dac0024e7bdef5e-5a3b88353de1e7ee65e51ef73c4f4e6f-a41e2b563468216347afe0f296496294,Anglo American Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-5dd7e26060dd282ea73f08fb62620161-b60284b14f7dc2a24dac0024e7bdef5e-5a3b88353de1e7ee65e51ef73c4f4e6f-a41e2b563468216347afe0f296496294,.zip,2016-1-1,2016-12-31,2017-6-30,2016
71fbb6303af6edc2fbb322592ab201da-19950b1f5d9cffffff4b587fb1933db3-0f58526fa20a21e78cbae88abef28528-7124854a9968045f5c95b07340172afc,Anglo American Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-71fbb6303af6edc2fbb322592ab201da-19950b1f5d9cffffff4b587fb1933db3-0f58526fa20a21e78cbae88abef28528-7124854a9968045f5c95b07340172afc,.zip,2017-1-1,2017-12-31,2018-7-2,2017
378c22515f131cd93d227e307a4f33e4-28b118b588b824a022a5103d7c62d369-8703a432790432f9033ffd202df59155-cf533f410a80139922d753fc765d6c29,Anglo Asian Mining Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report378c22515f131cd93d227e307a4f33e4-28b118b588b824a022a5103d7c62d369-8703a432790432f9033ffd202df59155-cf533f410a80139922d753fc765d6c29,.zip,2015-1-1,2015-12-31,2016-11-9,2015
7b48c89fb0e87d708e495e2decb24c6d-6a2137d10ab9cc8915535fdae361df94-d566cdf18fdbf4f2a2b2b16fff788941-46b036b65a122b872703861b2d8ef421,Anglo Asian Mining Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-7b48c89fb0e87d708e495e2decb24c6d-6a2137d10ab9cc8915535fdae361df94-d566cdf18fdbf4f2a2b2b16fff788941-46b036b65a122b872703861b2d8ef421,.zip,2016-1-1,2016-12-31,2018-5-22,2016
ecf46a3f381fe2f2fb59e44340bc8908,Antofagasta Minerals S.A.,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportecf46a3f381fe2f2fb59e44340bc8908,.pdf,2016-1-1,2016-12-31,2017-6-23,2016
1fbc0f401a358c1344a43f3b92c0f13a-41f787db5ae6415c25be52f8bc5f1f98-a150e3fda1769f2dcd07a6c60519eae9-8364491a7f815cd4821b37261fc6e056,Antofagasta Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report1fbc0f401a358c1344a43f3b92c0f13a-41f787db5ae6415c25be52f8bc5f1f98-a150e3fda1769f2dcd07a6c60519eae9-8364491a7f815cd4821b37261fc6e056,.zip,2015-1-1,2015-12-31,2016-11-25,2015
d230de88036e7aff2e8639fc00eebe57-44dfc357f0c84be867a39584d197cd26-4ef248e38bb437da44f62742c5cf3c5c-3c70412372e14f810d7ae93baa634ef8,Antofagasta Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-d230de88036e7aff2e8639fc00eebe57-44dfc357f0c84be867a39584d197cd26-4ef248e38bb437da44f62742c5cf3c5c-3c70412372e14f810d7ae93baa634ef8,.zip,2016-1-1,2016-12-31,2017-11-29,2016
abcce12a738b43b6e9e8bc8f11b9d616,Antofagasta Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportabcce12a738b43b6e9e8bc8f11b9d616,.pdf,2017-1-1,2017-12-31,2018-6-1,2017
7256befdd6b6b90ff6cab88e44a447b7,Apache Finance Canada Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report7256befdd6b6b90ff6cab88e44a447b7,.pdf,2016-1-1,2016-12-31,2017-5-30,2016
17fa955358176929818e355645140e46-a7799010ef71358425c1d759c16818ec-2fa6df5d20237d4b56c05d84d66ce5a9-55f58d85779693829cc113a6966e8775,Apache North Sea Production Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report17fa955358176929818e355645140e46-a7799010ef71358425c1d759c16818ec-2fa6df5d20237d4b56c05d84d66ce5a9-55f58d85779693829cc113a6966e8775,.zip,2015-1-1,2015-12-31,2017-1-17,2015
021dcaa3940e7d9a2228713c2a2e0b26-8037ff1faf70918bcec09508f4e8eb47-b6b443ab278ff436371f0ff2cb55ca21-3557a88ed3ab06ebb41b45947688f1e0,Apache North Sea Production Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-021dcaa3940e7d9a2228713c2a2e0b26-8037ff1faf70918bcec09508f4e8eb47-b6b443ab278ff436371f0ff2cb55ca21-3557a88ed3ab06ebb41b45947688f1e0,.zip,2016-1-1,2016-12-31,2018-5-3,2016
936798ec7267849ed18fc0fb4e6c3de2,Aquila Resources Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report936798ec7267849ed18fc0fb4e6c3de2,.pdf,2016-1-1,2016-12-31,2017-5-30,2016
7d3fdd937beea11f43d85bc8f8d0361b,Aquila Resources Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report7d3fdd937beea11f43d85bc8f8d0361b,.pdf,2017-1-1,2017-12-31,2018-5-31,2017
4758463455a7d17f960e14e41ebcb36d,ARC Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report4758463455a7d17f960e14e41ebcb36d,.pdf,2016-1-1,2016-12-31,2017-5-3,2016
90acc81a435593db03f6997062854a14,ARC Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report90acc81a435593db03f6997062854a14,.pdf,2017-1-1,2017-12-31,2018-5-16,2017
c0d4eb8229850f75be7cd17f91b65938,Arcelor Mittal Public Limited Company,Luxembourg,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportc0d4eb8229850f75be7cd17f91b65938,.pdf,2016-1-1,2016-12-31,2017-1-1,2016
ccfd26502bd9dc2a958d5adc2699ed8c,Arcelor Mittal Public Limited Company,Luxembourg,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportccfd26502bd9dc2a958d5adc2699ed8c,.pdf,2017-1-1,2017-12-31,2018-6-20,2017
5b87e9a1767e4275cdae80ee3e811bae,Arena Minerals Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report5b87e9a1767e4275cdae80ee3e811bae,.xlsx,2016-1-1,2016-12-31,2017-5-30,2016
